First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G-xG,KeyP,Dist.key,Assts,xA,A-xA,xG+xA,xG/shot,xA/pass,G-xG/shot,A-xA/pass,Team/96,Min/96,Pos/96,Shots/96,SoT/96,Goals/96,xG/96,xPlace/96,G-xG/96,KeyP/96,Assts/96,xA/96,A-xA/96,xG+xA/96,extreme1,extreme2,plotnames
Claude,Dielna,Claude Dielna,NER,2017,1009,D,8,2,27.99244659,0.375,0,0.291,-0.141049393,-0.291045054,2,25.38125263,0,0.086326441,-0.086326441,0.377371494,0.036380632,0.04316322,-0.036380632,-0.04316322,NER,1009,D,0.761149653,0.190287413,0,0.027691105,-0.013419962,-0.027691105,0.190287413,0,0.008213418,-0.008213418,0.035904523,543,146,Dielna 2017
Ricardo,Velazco,Ricardo Velazco,RSL,2017,290,M,5,1,24.73997851,0,0,0.235,0.087788716,-0.234772389,3,23.70592688,0,0.140017089,-0.140017089,0.374789478,0.046954478,0.046672363,-0.046954478,-0.046672363,RSL,290,M,1.655172414,0.331034483,0,0.077717756,0.029061092,-0.077717756,0.993103448,0,0.046350485,-0.046350485,0.124068241,473,74,Velazco 2017
Collen,Warner,Collen Warner,MIN,2018,1325,M,4,0,29.73029779,0.5,0,0.126,-0.126284693,-0.126284693,6,29.16319523,0,0.245470294,-0.245470294,0.371754987,0.031571173,0.040911716,-0.031571173,-0.040911716,MIN,1325,M,0.289811321,0,0,0.009149683,-0.009149683,-0.009149683,0.434716981,0,0.017785018,-0.017785018,0.026934701,342,888,Warner 2018
Donald,Smith,Donald Smith,NER,2016,231,B,1,1,9.362298062,0,0,0.345,-0.082589626,-0.344788559,1,34.69383951,0,0.021761251,-0.021761251,0.36654981,0.344788559,0.021761251,-0.344788559,-0.021761251,NER,231,B,0.415584416,0.415584416,0,0.143288752,-0.034322961,-0.143288752,0.415584416,0,0.009043637,-0.009043637,0.152332388,599,896,Smith 2016
Simon,Colyn,Simon Colyn,VAN,2018,8,S,2,0,17.46013929,0,0,0.366,-0.365956568,-0.365956568,0,NA,0,0,0,0.365956568,0.182978284,0,-0.182978284,0,VAN,8,S,24,0,0,4.391478822,-4.391478822,-4.391478822,0,0,0,0,4.391478822,621,25,Colyn 2018
Chris,Mavinga,Chris Mavinga,TOR,2018,982,D,2,0,7.940768084,0,0,0.364,-0.363688711,-0.363688711,0,NA,0,0,0,0.363688711,0.181844355,0,-0.181844355,0,TOR,982,D,0.195519348,0,0,0.03555409,-0.03555409,-0.03555409,0,0,0,0,0.03555409,619,747,Mavinga 2018
Nicolai,Naess,Nicolai Naess,CLB,2016,1215,D,6,3,24.85462631,0.333333333,0,0.24,0.331712375,-0.240162089,4,30.69093975,0,0.123247452,-0.123247452,0.363409541,0.040027015,0.030811863,-0.040027015,-0.030811863,CLB,1215,D,0.474074074,0.237037037,0,0.01897577,0.026209373,-0.01897577,0.316049383,0,0.00973807,-0.00973807,0.02871384,479,562,Naess 2016
Greg,Cochrane,Greg Cochrane,CHI,2015,349,B,0,0,NA,NA,0,0,0,0,4,21.88344327,0,0.363315691,-0.363315691,0.363315691,0,0.090828923,0,-0.090828923,CHI,349,B,0,0,0,0,0,0,1.100286533,0,0.09993784,-0.09993784,0.09993784,62,625,Cochrane 2015
Edward,Opoku,Edward Opoku,CLB,2018,176,A,1,1,15.26921822,0,0,0.187,0.008346093,-0.186617834,1,12.4448865,0,0.172880374,-0.172880374,0.359498208,0.186617834,0.172880374,-0.186617834,-0.172880374,CLB,176,A,0.545454545,0.545454545,0,0.101791546,0.004552414,-0.101791546,0.545454545,0,0.094298386,-0.094298386,0.196089932,411,254,Opoku 2018
Shamit,Shome,Shamit Shome,MTL,2018,275,M,2,0,13.80875477,0,0,0.355,-0.35483785,-0.35483785,0,NA,0,0,0,0.35483785,0.177418925,0,-0.177418925,0,MTL,275,M,0.698181818,0,0,0.123870668,-0.123870668,-0.123870668,0,0,0,0,0.123870668,613,328,Shome 2018
Gaston,Sauro,Gaston Sauro,CLB,2016,961,D,2,0,10.7606108,0.5,0,0.324,-0.323919217,-0.323919217,1,30.90482325,0,0.030209042,-0.030209042,0.354128258,0.161959608,0.030209042,-0.161959608,-0.030209042,CLB,961,D,0.199791883,0,0,0.032358215,-0.032358215,-0.032358215,0.099895942,0,0.003017761,-0.003017761,0.035375976,576,56,Sauro 2016
Jeanderson,Jeanderson,Jeanderson,POR,2015,99,B,0,0,NA,NA,0,0,0,0,4,15.23290374,0,0.353057872,-0.353057872,0.353057872,0,0.088264468,0,-0.088264468,POR,99,B,0,0,0,0,0,0,3.878787879,0,0.342359149,-0.342359149,0.342359149,59,40,Jeanderson 2015
Roman,Torres,Roman Torres,SEA,2016,814,D,6,1,15.20045705,0.333333333,0,0.352,-0.160899326,-0.3518126,0,NA,0,0,0,0.3518126,0.058635433,0,-0.058635433,0,SEA,814,D,0.707616708,0.117936118,0,0.041491412,-0.018975842,-0.041491412,0,0,0,0,0.041491412,609,716,Torres 2016
Deybi,Flores,Deybi Flores,VAN,2015,479,M,7,1,27.74819077,0.428571429,0,0.307,-0.137138103,-0.307006001,1,16.26033902,0,0.044458225,-0.044458225,0.351464226,0.043858,0.044458225,-0.043858,-0.044458225,VAN,479,M,1.402922756,0.200417537,0,0.061529386,-0.027484881,-0.061529386,0.200417537,0,0.008910208,-0.008910208,0.070439594,558,114,Flores 2015
Chris,Korb,Chris Korb,DCU,2017,1211,B,2,0,23.14414109,0,0,0.192,-0.191887001,-0.191887001,3,19.46072206,0,0.159306012,-0.159306012,0.351193013,0.095943501,0.053102004,-0.095943501,-0.053102004,DCU,1211,B,0.158546656,0,0,0.015211521,-0.015211521,-0.015211521,0.237819983,0,0.012628718,-0.012628718,0.027840239,417,225,Korb 2017
Steven,Vitoria,Steven Vitoria,PHI,2015,1666,D,3,1,10.78233087,0,1,0.35,0.504710771,0.650360866,0,NA,0,0,0,0.349639134,0.116546378,0,0.216786955,0,PHI,1666,D,0.172869148,0.057623049,0.057623049,0.020147273,0.029082974,0.037475776,0,0,0,0,0.020147273,606,984,Vitoria 2015
Eric,Gehrig,Eric Gehrig,CHI,2016,278,D,0,0,NA,NA,0,0,0,0,2,18.00557579,0,0.348130489,-0.348130489,0.348130489,0,0.174065244,0,-0.174065244,CHI,278,D,0,0,0,0,0,0,0.690647482,0,0.120217723,-0.120217723,0.120217723,35,139,Gehrig 2016
Jesus,Ferreira,Jesus Ferreira,FCD,2017,22,S,1,1,8.448715879,0,1,0.347,0.465648922,0.652994699,0,NA,0,0,0,0.347005301,0.347005301,0,0.652994699,0,FCD,22,S,4.363636364,4.363636364,4.363636364,1.514204951,2.031922569,2.849431413,0,0,0,0,1.514204951,602,1178,Ferreira 2017
Eric,Calvillo,Eric Calvillo,SJE,2018,168,M,3,2,26.10631796,0.333333333,0,0.114,0.004681654,-0.114354873,4,12.98138156,0,0.231516251,-0.231516251,0.345871124,0.038118291,0.057879063,-0.038118291,-0.057879063,SJE,168,M,1.714285714,1.142857143,0,0.065345642,0.002675231,-0.065345642,2.285714286,0,0.132295,-0.132295,0.197640642,324,111,Calvillo 2018
Mohammed,Abu,Mohammed Abu,CLB,2018,109,M,1,0,28.87024939,0,0,0.039,-0.03850083,-0.03850083,5,16.01166794,0,0.306229294,-0.306229294,0.344730124,0.03850083,0.061245859,-0.03850083,-0.061245859,CLB,109,M,0.880733945,0,0,0.033908988,-0.033908988,-0.033908988,4.403669725,0,0.269706535,-0.269706535,0.303615522,188,388,Abu 2018
Lamar,Neagle,Lamar Neagle,SEA,2018,134,M,2,1,13.26076383,0,0,0.219,0.336520257,-0.219045004,1,15.19134293,0,0.124497067,-0.124497067,0.343542071,0.109522502,0.124497067,-0.109522502,-0.124497067,SEA,134,M,1.432835821,0.71641791,0,0.156927764,0.241089139,-0.156927764,0.71641791,0,0.089191928,-0.089191928,0.246119692,454,592,Neagle 2018
Oniel,Fisher,Oniel Fisher,SEA,2015,920,B,6,1,30.17942864,0.333333333,0,0.206,-0.086876414,-0.20564631,2,21.98593716,0,0.135959837,-0.135959837,0.341606147,0.034274385,0.067979918,-0.034274385,-0.067979918,SEA,920,B,0.626086957,0.104347826,0,0.021458745,-0.009065365,-0.021458745,0.208695652,0,0.014187113,-0.014187113,0.035645859,435,436,Fisher 2015
Marco,Farfan,Marco Farfan,POR,2018,562,B,0,0,NA,NA,0,0,0,0,4,18.28657996,0,0.340864103,-0.340864103,0.340864103,0,0.085216026,0,-0.085216026,POR,562,B,0,0,0,0,0,0,0.683274021,0,0.058225897,-0.058225897,0.058225897,120,845,Farfan 2018
Alec,Kann,Alec Kann,ATL,2017,1715,G,0,0,NA,NA,0,0,0,0,3,20.23838006,1,0.338766234,0.661233766,0.338766234,0,0.112922078,0,0.220411255,ATL,1715,G,0,0,0,0,0,0,0.167930029,0.055976676,0.018963008,0.037013669,0.018963008,86,709,Kann 2017
Bakary,Soumare,Bakary Soumare,MTL,2015,880,D,2,0,9.211931559,0,0,0.284,-0.283541753,-0.283541753,1,24.74686293,0,0.054422805,-0.054422805,0.337964559,0.141770877,0.054422805,-0.141770877,-0.054422805,MTL,880,D,0.218181818,0,0,0.030931828,-0.030931828,-0.030931828,0.109090909,0,0.005937033,-0.005937033,0.036868861,540,486,Soumare 2015
Facundo,Coria,Facundo Coria,DCU,2015,161,A,4,2,33.57124165,0.75,0,0.169,-0.051212722,-0.16888292,1,7.282061865,0,0.166561093,-0.166561093,0.335444013,0.04222073,0.166561093,-0.04222073,-0.166561093,DCU,161,A,2.385093168,1.192546584,0,0.100700375,-0.030536778,-0.100700375,0.596273292,0,0.099315931,-0.099315931,0.200016306,388,849,Coria 2015
Victor,Cabrera,Victor Cabrera,MTL,2018,993,D,1,1,7.190537184,0,0,0.266,0.06267494,-0.266357408,2,25.08036313,0,0.066662542,-0.066662542,0.33301995,0.266357408,0.033331271,-0.266357408,-0.033331271,MTL,993,D,0.096676737,0.096676737,0,0.025750565,0.006059209,-0.025750565,0.193353474,0,0.006444717,-0.006444717,0.032195282,517,862,Cabrera 2018
Thomas,McNamara,Thomas McNamara,NYC,2018,398,M,3,0,19.28149945,0,0,0.225,-0.224831712,-0.224831712,3,29.64421725,0,0.107968339,-0.107968339,0.33280005,0.074943904,0.035989446,-0.074943904,-0.035989446,NYC,398,M,0.72361809,0,0,0.054230765,-0.054230765,-0.054230765,0.72361809,0,0.026042614,-0.026042614,0.080273379,460,176,McNamara 2018
Paxton,Pomykal,Paxton Pomykal,FCD,2018,151,M,0,0,NA,NA,0,0,0,0,1,10.12790205,0,0.331767319,-0.331767319,0.331767319,0,0.331767319,0,-0.331767319,FCD,151,M,0,0,0,0,0,0,0.635761589,0,0.210924918,-0.210924918,0.210924918,24,31,Pomykal 2018
Leo,Pereira,Leo Pereira,ORL,2017,854,D,2,0,12.63724755,0,0,0.207,-0.207118675,-0.207118675,2,21.40011213,0,0.124071867,-0.124071867,0.331190543,0.103559338,0.062035934,-0.103559338,-0.062035934,ORL,854,D,0.224824356,0,0,0.023282661,-0.023282661,-0.023282661,0.224824356,0,0.013947189,-0.013947189,0.03722985,437,533,Pereira 2017
Anthony,Wallace,Anthony Wallace,NYRB,2015,568,B,5,2,30.79751455,0.6,2,0.121,0.28650002,1.878686374,3,25.08478348,0,0.208370997,-0.208370997,0.329684623,0.024262725,0.069456999,0.375737275,-0.069456999,NYRB,568,B,0.845070423,0.338028169,0.338028169,0.020503711,0.048422539,0.317524458,0.507042254,0,0.035217633,-0.035217633,0.055721345,332,1478,Wallace 2015
Kwame,Awuah,Kwame Awuah,NYC,2018,167,M,1,0,21.96514569,1,0,0.072,-0.071905762,-0.071905762,3,23.1193467,0,0.256933262,-0.256933262,0.328839024,0.071905762,0.085644421,-0.071905762,-0.085644421,NYC,167,M,0.574850299,0,0,0.041335049,-0.041335049,-0.041335049,1.724550898,0,0.147698162,-0.147698162,0.189033211,254,726,Awuah 2018
Sal,Zizzo,Sal Zizzo,ATL,2018,199,B,0,0,NA,NA,0,0,0,0,1,6.706088651,0,0.328526568,-0.328526568,0.328526568,0,0.328526568,0,-0.328526568,ATL,199,B,0,0,0,0,0,0,0.48241206,0,0.158485178,-0.158485178,0.158485178,125,749,Zizzo 2018
Marcelo,Silva,Marcelo Silva,RSL,2018,1670,D,4,2,12.79889423,0,0,0.272,-0.20669571,-0.271758932,1,14.65185654,0,0.055776002,-0.055776002,0.327534934,0.067939733,0.055776002,-0.067939733,-0.055776002,RSL,1670,D,0.22994012,0.11497006,0,0.01562207,-0.011881909,-0.01562207,0.05748503,0,0.003206285,-0.003206285,0.018828355,526,446,Silva 2018
Kyle,Duncan,Kyle Duncan,NYRB,2018,383,B,1,0,28.71366269,1,0,0.02,-0.020081654,-0.020081654,4,23.39054532,1,0.306862993,0.693137007,0.326944646,0.020081654,0.076715748,-0.020081654,0.173284252,NYRB,383,B,0.250652742,0,0,0.005033522,-0.005033522,-0.005033522,1.002610966,0.250652742,0.07691605,0.173736691,0.081949572,147,497,Duncan 2018
Louis,Beland-Goyette,Louis Beland-Goyette,MTL,2017,310,M,0,0,NA,NA,0,0,0,0,4,21.17859462,1,0.325990562,0.674009438,0.325990562,0,0.081497641,0,0.168502359,MTL,310,M,0,0,0,0,0,0,1.238709677,0.309677419,0.100951916,0.208725503,0.100951916,131,784,Beland-Goyette 2017
Matthew,Real,Matthew Real,PHI,2018,246,B,1,0,34.39625888,0,0,0.013,-0.013301377,-0.013301377,3,10.62461764,0,0.312285858,-0.312285858,0.325587235,0.013301377,0.104095286,-0.013301377,-0.104095286,PHI,246,B,0.390243902,0,0,0.005190781,-0.005190781,-0.005190781,1.170731707,0,0.121867652,-0.121867652,0.127058433,138,60,Real 2018
Calum,Mallace,Calum Mallace,MTL,2017,322,M,5,1,30.08787872,0.4,0,0.251,0.134222583,-0.251277871,2,29.21248962,0,0.073795605,-0.073795605,0.325073476,0.050255574,0.036897802,-0.050255574,-0.036897802,MTL,322,M,1.49068323,0.298136646,0,0.074915142,0.040016671,-0.074915142,0.596273292,0,0.022001174,-0.022001174,0.096916316,496,171,Mallace 2017
Bradford,Jamieson,Bradford Jamieson,LAG,2018,285,A,1,0,14.97316266,0,0,0.114,-0.11397889,-0.11397889,2,13.07437787,0,0.210880502,-0.210880502,0.324859392,0.11397889,0.105440251,-0.11397889,-0.105440251,LAG,285,A,0.336842105,0,0,0.038392889,-0.038392889,-0.038392889,0.673684211,0,0.071033432,-0.071033432,0.109426322,323,534,Jamieson 2018
Ronald,Zubar,Ronald Zubar,NYRB,2015,747,D,2,1,9.152616413,0,1,0.32,0.565785563,0.679647798,0,NA,0,0,0,0.320352202,0.160176101,0,0.339823899,0,NYRB,747,D,0.257028112,0.128514056,0.128514056,0.041169761,0.072711398,0.087344295,0,0,0,0,0.041169761,573,999,Zubar 2015
Ahmed,Kantari,Ahmed Kantari,TOR,2015,1011,D,2,1,10.42004098,0.5,0,0.32,-0.13889339,-0.320088243,0,NA,0,0,0,0.320088243,0.160044121,0,-0.160044121,0,TOR,1011,D,0.189910979,0.09495549,0,0.030394136,-0.01318869,-0.030394136,0,0,0,0,0.030394136,571,208,Kantari 2015
Mike,da Fonte,Mike da Fonte,COL,2017,1322,B,2,0,30.40971659,0.5,0,0.072,-0.071965165,-0.071965165,4,15.87186946,0,0.243304291,-0.243304291,0.315269456,0.035982583,0.060826073,-0.035982583,-0.060826073,COL,1322,B,0.145234493,0,0,0.005225912,-0.005225912,-0.005225912,0.290468986,0,0.017668088,-0.017668088,0.022894,255,223,Fonte 2017
Jean-Baptiste,Pierazzi,Jean-Baptiste Pierazzi,SJE,2015,286,M,1,0,5.756700444,0,0,0.312,-0.312207004,-0.312207004,0,NA,0,0,0,0.312207004,0.312207004,0,-0.312207004,0,SJE,286,M,0.335664336,0,0,0.104796757,-0.104796757,-0.104796757,0,0,0,0,0.104796757,562,433,Pierazzi 2015
Jose,Escalante,Jose Escalante,HOU,2016,121,A,2,1,21.53868412,0,0,0.077,0.142646863,-0.076758885,4,19.57347116,0,0.233871573,-0.233871573,0.310630458,0.038379442,0.058467893,-0.038379442,-0.058467893,HOU,121,A,1.58677686,0.79338843,0,0.060899611,0.11317437,-0.060899611,3.173553719,0,0.185551,-0.185551,0.246450611,262,472,Escalante 2016
Carlos,Alvarez,Carlos Alvarez,COL,2015,37,S,2,0,18.7186782,0,0,0.149,-0.149190473,-0.149190473,1,14.87700239,0,0.161344719,-0.161344719,0.310535192,0.074595237,0.161344719,-0.074595237,-0.161344719,COL,37,S,5.189189189,0,0,0.387088796,-0.387088796,-0.387088796,2.594594595,0,0.418624136,-0.418624136,0.805712932,374,198,Alvarez 2015
Jeremy,Hall,Jeremy Hall,NER,2015,1050,B,0,0,NA,NA,0,0,0,0,4,20.4079312,0,0.31002822,-0.31002822,0.31002822,0,0.077507055,0,-0.077507055,NER,1050,B,0,0,0,0,0,0,0.365714286,0,0.028345437,-0.028345437,0.028345437,2,408,Hall 2015
Kevin,Garcia,Kevin Garcia,HOU,2017,228,B,0,0,NA,NA,0,0,0,0,2,17.56360229,0,0.30910432,-0.30910432,0.30910432,0,0.15455216,0,-0.15455216,HOU,228,B,0,0,0,0,0,0,0.842105263,0,0.130149187,-0.130149187,0.130149187,79,241,Garcia 2017
Jared,Watts,Jared Watts,HOU,2018,571,D,2,0,11.62600039,0,0,0.086,-0.085555504,-0.085555504,1,12.73169667,0,0.222699335,-0.222699335,0.308254839,0.042777752,0.222699335,-0.042777752,-0.222699335,HOU,571,D,0.336252189,0,0,0.014384113,-0.014384113,-0.014384113,0.168126095,0,0.03744157,-0.03744157,0.051825682,280,647,Watts 2018
Collin,Martin,Collin Martin,MIN,2018,580,M,4,3,28.31803228,0.25,0,0.175,0.093175111,-0.175187081,2,20.49850863,0,0.132376887,-0.132376887,0.307563968,0.04379677,0.066188443,-0.04379677,-0.066188443,MIN,580,M,0.662068966,0.496551724,0,0.028996482,0.015422087,-0.028996482,0.331034483,0,0.021910657,-0.021910657,0.05090714,395,831,Martin 2018
Kevin,Venegas,Kevin Venegas,MIN,2017,573,B,0,0,NA,NA,0,0,0,0,3,13.25688539,0,0.302330297,-0.302330297,0.302330297,0,0.100776766,0,-0.100776766,MIN,573,B,0,0,0,0,0,0,0.502617801,0,0.050652196,-0.050652196,0.050652196,25,262,Venegas 2017
Drew,Conner,Drew Conner,CHI,2018,511,M,0,0,NA,NA,0,0,0,0,5,21.91692035,1,0.301836717,0.698163283,0.301836717,0,0.060367343,0,0.139632657,CHI,511,M,0,0,0,0,0,0,0.939334638,0.187866928,0.056705137,0.131161791,0.056705137,50,323,Conner 2018
Mauro,Manotas,Mauro Manotas,HOU,2015,137,F,3,1,15.74662735,0,0,0.271,-0.214200752,-0.27141221,1,31.28463241,0,0.030310329,-0.030310329,0.30172254,0.090470737,0.030310329,-0.090470737,-0.030310329,HOU,137,F,2.102189781,0.700729927,0,0.190186658,-0.150096878,-0.190186658,0.700729927,0,0.021239355,-0.021239355,0.211426013,525,80,Manotas 2015
Mauro,Rosales,Mauro Rosales,VAN,2017,75,A,0,0,NA,NA,0,0,0,0,4,13.85792009,0,0.300942854,-0.300942854,0.300942854,0,0.075235713,0,-0.075235713,VAN,75,A,0,0,0,0,0,0,5.12,0,0.385206853,-0.385206853,0.385206853,129,557,Rosales 2017
Shane,O'Neill,Shane O'Neill,ORL,2018,1193,D,6,1,22.93019895,0.166666667,0,0.282,-0.26840722,-0.281878945,1,30.74483087,0,0.015654561,-0.015654561,0.297533507,0.046979824,0.015654561,-0.046979824,-0.015654561,ORL,1193,D,0.482816429,0.080469405,0,0.022682631,-0.021598569,-0.022682631,0.080469405,0,0.001259713,-0.001259713,0.023942344,538,462,O'Neill 2018
Tomas,Conechny,Tomas Conechny,POR,2018,87,A,1,0,11.67682427,0,0,0.261,-0.260683316,-0.260683316,1,29.45437149,0,0.036800472,-0.036800472,0.297483787,0.260683316,0.036800472,-0.260683316,-0.036800472,POR,87,A,1.103448276,0,0,0.287650555,-0.287650555,-0.287650555,1.103448276,0,0.040607417,-0.040607417,0.328257972,506,768,Conechny 2018
Raul,Mendiola,Raul Mendiola,LAG,2016,381,A,2,0,19.31481149,0.5,0,0.156,-0.15633932,-0.15633932,2,13.77858482,0,0.141093569,-0.141093569,0.297432889,0.07816966,0.070546785,-0.07816966,-0.070546785,LAG,381,A,0.503937008,0,0,0.039392585,-0.039392585,-0.039392585,0.503937008,0,0.035551136,-0.035551136,0.07494372,380,19,Mendiola 2016
Alex,Crognale,Alex Crognale,CLB,2018,122,D,1,1,9.303440224,1,1,0.297,0.510647691,0.702939242,0,NA,0,0,0,0.297060758,0.297060758,0,0.702939242,0,CLB,122,D,0.786885246,0.786885246,0.786885246,0.233752727,0.401821134,0.553132519,0,0,0,0,0.233752727,553,1275,Crognale 2018
Russell,Teibert,Russell Teibert,VAN,2016,738,M,1,0,31.0141101,1,0,0.015,-0.014925097,-0.014925097,7,29.67722251,0,0.281946194,-0.281946194,0.29687129,0.014925097,0.040278028,-0.014925097,-0.040278028,VAN,738,M,0.130081301,0,0,0.001941476,-0.001941476,-0.001941476,0.910569106,0,0.036675928,-0.036675928,0.038617404,140,229,Teibert 2016
Derrick,Jones,Derrick Jones,PHI,2017,764,M,5,1,25.60957434,0.8,0,0.176,-0.059219101,-0.176464677,3,37.25048202,0,0.120364591,-0.120364591,0.296829268,0.035292935,0.04012153,-0.035292935,-0.04012153,PHI,764,M,0.628272251,0.12565445,0,0.022173572,-0.007441144,-0.022173572,0.376963351,0,0.015124347,-0.015124347,0.037297918,396,407,Jones 2017
Daniel,Johnson,Daniel Johnson,CHI,2018,282,B,3,2,20.15767545,0.666666667,0,0.195,0.080200204,-0.195105316,2,18.38808407,0,0.101056614,-0.101056614,0.296161931,0.065035105,0.050528307,-0.065035105,-0.050528307,CHI,282,B,1.021276596,0.680851064,0,0.066418831,0.027302197,-0.066418831,0.680851064,0,0.034402252,-0.034402252,0.100821083,420,245,Johnson 2018
Jose,Escalante,Jose Escalante,HOU,2017,41,A,2,0,29.03349697,0,0,0.066,-0.065645693,-0.065645693,2,17.10146525,0,0.226987118,-0.226987118,0.292632811,0.032822846,0.113493559,-0.032822846,-0.113493559,HOU,41,A,4.682926829,0,0,0.153706988,-0.153706988,-0.153706988,4.682926829,0,0.531482032,-0.531482032,0.68518902,239,851,Escalante 2017
Innocent,Innocent,Innocent,SJE,2016,145,A,5,1,23.10066572,0.2,0,0.293,-0.215471072,-0.292543716,0,NA,0,0,0,0.292543716,0.058508743,0,-0.058508743,0,SJE,145,A,3.310344828,0.662068966,0,0.193684116,-0.14265671,-0.193684116,0,0,0,0,0.193684116,546,108,Innocent 2016
John,Goossens,John Goossens,CHI,2017,95,M,2,0,30.44771276,1,0,0.069,-0.069209741,-0.069209741,2,21.62750786,0,0.223284347,-0.223284347,0.292494088,0.034604871,0.111642173,-0.034604871,-0.111642173,CHI,95,M,2.021052632,0,0,0.069938265,-0.069938265,-0.069938265,2.021052632,0,0.225634708,-0.225634708,0.295572973,247,813,Goossens 2017
Tyler,Deric,Tyler Deric,HOU,2017,2497,G,0,0,NA,NA,0,0,0,0,3,24.53261193,0,0.29133786,-0.29133786,0.29133786,0,0.09711262,0,-0.09711262,HOU,2497,G,0,0,0,0,0,0,0.115338406,0,0.011200815,-0.011200815,0.011200815,126,124,Deric 2017
Marco,Farfan,Marco Farfan,POR,2017,433,B,0,0,NA,NA,0,0,0,0,2,15.07604428,0,0.290651754,-0.290651754,0.290651754,0,0.145325877,0,-0.145325877,POR,433,B,0,0,0,0,0,0,0.443418014,0,0.064440112,-0.064440112,0.064440112,55,99,Farfan 2017
Chris,Klute,Chris Klute,POR,2016,749,B,0,0,NA,NA,0,0,0,0,6,31.44499547,0,0.290262379,-0.290262379,0.290262379,0,0.048377063,0,-0.048377063,POR,749,B,0,0,0,0,0,0,0.769025367,0,0.037203189,-0.037203189,0.037203189,74,532,Klute 2016
Andrew,Farrell,Andrew Farrell,NER,2015,2973,D,2,0,20.60213147,0.5,0,0.181,-0.181210869,-0.181210869,3,26.63698868,0,0.106290486,-0.106290486,0.287501356,0.090605435,0.035430162,-0.090605435,-0.035430162,NER,2973,D,0.064581231,0,0,0.005851411,-0.005851411,-0.005851411,0.096871847,0,0.003432185,-0.003432185,0.009283596,402,742,Farrell 2015
Marc,Burch,Marc Burch,MIN,2018,442,B,0,0,NA,NA,0,0,0,0,3,13.45727024,0,0.283634843,-0.283634843,0.283634843,0,0.094544948,0,-0.094544948,MIN,442,B,0,0,0,0,0,0,0.65158371,0,0.061603948,-0.061603948,0.061603948,53,872,Burch 2018
George,Bello,George Bello,ATL,2018,188,M,2,1,15.05896007,0,1,0.151,0.138116925,0.848668538,1,8.057966555,0,0.132300503,-0.132300503,0.283631966,0.075665731,0.132300503,0.424334269,-0.132300503,ATL,188,M,1.021276596,0.510638298,0.510638298,0.07727564,0.070527792,0.433362658,0.510638298,0,0.067557704,-0.067557704,0.144833344,375,1016,Bello 2018
Andrew,Tarbell,Andrew Tarbell,SJE,2018,2782,G,1,0,10.66013602,0,0,0.118,-0.118339515,-0.118339515,2,21.85288928,0,0.162838304,-0.162838304,0.281177819,0.118339515,0.081419152,-0.118339515,-0.081419152,SJE,2782,G,0.034507549,0,0,0.004083607,-0.004083607,-0.004083607,0.069015097,0,0.005619151,-0.005619151,0.009702757,328,386,Tarbell 2018
David,Choiniere,David Choiniere,MTL,2017,50,M,0,0,NA,NA,0,0,0,0,1,15.82827849,0,0.275774275,-0.275774275,0.275774275,0,0.275774275,0,-0.275774275,MTL,50,M,0,0,0,0,0,0,1.92,0,0.529486608,-0.529486608,0.529486608,66,273,Choiniere 2017
Tim,Melia,Tim Melia,SKC,2017,2935,G,0,0,NA,NA,0,0,0,0,3,21.64239522,0,0.275755979,-0.275755979,0.275755979,0,0.09191866,0,-0.09191866,SKC,2935,G,0,0,0,0,0,0,0.098126065,0,0.009019616,-0.009019616,0.009019616,105,317,Melia 2017
Kwame,Watson-Siriboe,Kwame Watson-Siriboe,NYC,2015,734,D,3,1,13.66265385,0.333333333,1,0.227,0.388528606,0.773044652,2,31.28167617,0,0.046520125,-0.046520125,0.273475473,0.075651783,0.023260062,0.257681551,-0.023260062,NYC,734,D,0.392370572,0.130790191,0.130790191,0.029683533,0.05081573,0.101106657,0.261580381,0,0.006084376,-0.006084376,0.035767909,466,1085,Watson-Siriboe 2015
Aurelien,Collin,Aurelien Collin,NYRB,2018,376,D,2,0,11.33240015,0.5,0,0.181,-0.180632492,-0.180632492,2,24.08469912,0,0.091330244,-0.091330244,0.271962736,0.090316246,0.045665122,-0.090316246,-0.045665122,NYRB,376,D,0.510638298,0,0,0.046118934,-0.046118934,-0.046118934,0.510638298,0,0.02331836,-0.02331836,0.069437294,401,91,Collin 2018
Andres,Imperiale,Andres Imperiale,SJE,2016,920,D,4,1,29.86936754,0.25,0,0.112,-0.07068349,-0.111879226,4,29.01594215,0,0.156502683,-0.156502683,0.268381908,0.027969806,0.039125671,-0.027969806,-0.039125671,SJE,920,D,0.417391304,0.104347826,0,0.011674354,-0.007375668,-0.011674354,0.417391304,0,0.016330715,-0.016330715,0.028005069,320,357,Imperiale 2016
Justin,Schmidt,Justin Schmidt,RSL,2017,709,D,3,1,15.61820811,0.333333333,0,0.214,-0.085980183,-0.213809062,2,31.66759887,0,0.053484867,-0.053484867,0.267293929,0.071269687,0.026742434,-0.071269687,-0.026742434,RSL,709,D,0.406205924,0.135401975,0,0.028950169,-0.011641887,-0.028950169,0.270803949,0,0.007241957,-0.007241957,0.036192126,444,395,Schmidt 2017
